t,o,h,l,c,v
1727201040,348915.33000000,348924.33038999,348876.27001055,348924.33033997,0.00045026
1727201100,348715.88657247,348715.88657247,348715.88657247,348715.88657247,0.00798329
1727201160,348826.35999999,348924.31999999,348826.35999999,348869.83417062,0.04259344
1727201220,348873.10336338,348873.10336338,348873.10336338,348873.10336338,0.00006161
1727201280,348729.62551845,348729.62551845,348729.62551845,348729.62551845,0.00000417
1727201340,348466.82761885,348534.60313696,348466.82761885,348534.60313696,0.02882663
1727201400,348323.70178170,348323.70178170,348050.00004999,348050.00004999,0.15376400
1727201460,348083.98831970,348083.98831970,348066.19869681,348066.19869681,0.12940602
1727201520,348073.87000000,348073.87000000,347736.39000000,347736.39000000,0.11184827
1727201580,347485.12000000,347485.13004998,347399.13053444,347399.13053444,0.08516987
1727201640,347451.34568680,347451.34568680,347239.24005000,347239.24005000,0.08438545
1727201700,347239.24010000,347508.68861389,347000.00004999,347508.68861389,0.20521718
1727201760,347456.41434577,347456.41434577,347327.40909429,347347.38944423,0.09970363
1727201820,347125.65029996,347125.65029996,347050.21061034,347050.21061034,0.10030561
1727201880,347050.21061035,347405.02324844,347050.21061035,347405.02324844,0.07470406
1727201940,347457.90550635,347619.82595777,347457.90550635,347619.82595777,0.03883520
1727202000,347462.61788150,347944.67000000,347391.61000000,347391.61000000,0.04044163
1727202060,347578.83173503,347647.18503770,347442.50135333,347442.50135333,0.00931146
1727202120,347589.45504271,347758.00619280,347589.45504271,347699.43200237,0.04367186
1727202180,347758.00619280,347874.01282209,347758.00619280,347874.01282208,0.03377531
1727202240,347972.90213965,348046.13967934,347972.90213965,348046.13967934,0.01266439
1727202300,347920.06754645,348366.67000000,347920.06754645,348182.50656768,0.04378185
1727202360,347480.00004999,347857.81611828,347480.00004999,347801.36189952,0.00183895
1727202420,347857.81611828,348202.66999999,347746.55000000,347746.55000000,0.02869254
1727202480,347636.26562218,347636.26562218,347636.26562218,347636.26562218,0.00437682
1727202540,347692.54342546,347692.54342546,347692.54342546,347692.54342546,0.00027343
1727202600,347288.46005001,347888.00000000,347288.46005001,347367.19007437,0.11336184
1727202660,347607.32571346,347843.06877320,347475.00000000,347843.06877320,0.06242535
1727202720,347790.49548604,347881.33994996,347790.49548604,347881.33994996,0.01297084
1727202780,347881.33994996,348161.87285991,347853.47855012,348161.87285991,0.05711091
1727202840,348370.87887038,348487.88902799,348370.87887037,348372.13171360,0.09457346
1727202900,348605.87826902,348985.62000000,348605.87826902,348985.62000000,0.05874166
1727202960,348599.98731039,348718.95448490,348599.98731039,348678.60057883,0.13322321
1727203020,348625.05028246,348706.50592685,348460.74267474,348483.88749954,0.49736348
1727203080,348526.84750900,348983.67000000,348526.84740900,348983.67000000,0.20303532
1727203140,348747.94778158,348885.80344574,348667.90335023,348885.80344574,0.28471208
1727203200,348991.20516026,349254.66999000,348942.18250710,348942.18250710,0.26079705
1727203260,349053.57607778,349254.66999000,348889.49000001,348995.61415225,0.11580879
1727203320,348784.63100250,348943.35363446,348723.34953375,348833.17341608,0.15578456
1727203380,348826.78560640,348891.90807712,348677.62437377,348826.27457521,0.15350522
1727203440,348783.44976120,349150.00000000,348622.73986759,348770.62982106,0.16252057
1727203500,348553.58785122,348717.58659232,348551.29960941,348551.29960941,0.09111162
1727203560,348305.31845841,348396.98972344,347994.00000000,348215.77282208,0.19736504
1727203620,348345.47585247,348698.00000000,348134.44744473,348698.00000000,0.09448592
1727203680,348379.18918866,348379.18918866,348324.33117531,348324.33117532,0.04328383
1727203740,348271.88767223,348521.00000000,348108.09473012,348521.00000000,0.06519564
1727203800,348201.90422657,348257.64045140,348201.90422656,348257.64045140,0.05800010
1727203860,348365.68275593,348365.68275593,348257.64045139,348257.64045139,0.01069464
1727203920,348257.64045139,348645.00000000,348204.49925644,348257.06182219,0.14164754
1727203980,348365.20465882,348511.00000000,348243.70557718,348511.00000000,0.17431562
1727204040,348245.89949185,348400.99999999,348042.54158877,348207.53281408,0.12622324
1727204100,348207.53281408,348401.00000000,348112.13528713,348275.88059031,0.11560579
1727204160,348435.87422805,348658.00000000,348435.87422805,348465.80490645,0.09035637
1727204220,348657.99999999,348812.99998000,348657.99999999,348812.99998000,0.09690544
1727204280,348812.99998000,348812.99998000,348444.04222127,348789.68987000,0.02574570
1727204340,348786.35987000,348786.35987000,348058.50000002,348383.10109631,0.06111983
1727204400,348383.10109631,348388.15864729,348058.51000000,348224.36673851,0.11340888
1727204460,348320.25081999,348320.25081999,348320.25081999,348320.25081999,0.00002785
1727204520,348320.25081999,348320.25081999,348319.70803397,348319.70803397,0.00529533
1727204580,348483.54478779,348483.54478779,348450.60723606,348450.60723606,0.00102711
1727204700,348652.81955230,348652.81955230,348652.81955230,348652.81955230,0.00025455
1727204760,348801.44775568,348975.15159386,348801.44775568,348854.49174570,0.02001348
1727204820,348869.31489077,348869.31489077,348691.18331694,348691.18331694,0.01144536
1727204880,349029.77827740,349029.77827740,348975.99482722,349029.77827740,0.00592895
1727204940,348916.53311616,349029.77827740,348863.96850730,348863.96850730,0.01225877
1727205000,348754.48933940,348816.20686668,348754.48933940,348816.20686668,0.00583158
1727205060,348816.20686667,348816.20686667,348816.20686667,348816.20686667,0.00010951
1727205120,348697.84181473,348697.84181473,348697.84181473,348697.84181473,0.00064744
1727205180,348816.20686667,348816.20686667,348816.20686667,348816.20686667,0.00009733
1727205240,348816.20686668,348964.00074641,348807.66002100,348964.00074641,0.21600711
1727205300,348954.99999999,348954.99999999,348954.99999999,348954.99999999,0.00301608
1727205360,348894.53538198,348894.53538198,348768.23401066,348768.23401066,0.02018017
1727205420,348606.86327784,348606.86327784,348606.86327784,348606.86327784,0.00174151
1727205480,348619.88550965,348619.88550965,348619.88550965,348619.88550965,0.02621141
1727205540,348795.18103149,348795.18103150,348619.90000001,348795.18103150,0.04148221
1727205600,348834.46414531,348955.00000000,348834.46414531,348955.00000000,0.01275573
1727205660,348954.99999999,348955.00000000,348954.99999999,348955.00000000,0.07429169
1727205720,348955.00000000,348955.00000000,348955.00000000,348955.00000000,0.04512675
1727205780,348955.00000000,349029.78000000,348955.00000000,348992.69412955,0.12073157
1727205840,349029.78000000,349029.78000000,348955.00000001,349029.78000000,0.02737560
1727205900,349029.78000000,349029.78000000,348984.50000003,349029.78000000,0.08923514
1727206020,349127.44864971,349512.67000000,348955.00000000,349339.67000000,0.03748744
1727206080,348955.00000000,349336.33995000,348940.20000000,349336.33995000,0.00261121
1727206140,349067.00549211,349067.00549211,349067.00549211,349067.00549211,0.00004113
1727206200,349304.90657684,349304.90657684,349304.90657684,349304.90657684,0.00002646
1727206260,349357.36054385,349357.36054385,349356.98497436,349356.98497436,0.00062882
1727206320,349524.66797867,349524.66797867,349356.98497436,349524.66797867,0.00224610
1727206380,349354.70431336,349354.70431336,349245.05152047,349245.05152047,0.00873512
1727206440,349355.69209345,349508.01765000,349191.45461864,349191.45461864,0.00069217
1727206560,349524.66797867,349610.63984000,349480.00000000,349480.00000000,0.03029958
1727206620,349480.00000001,349480.00000001,349480.00000001,349480.00000001,0.00317997
1727206680,349643.97724196,349878.83597619,349574.17878041,349574.17878041,0.04471319
1727206740,349629.04465676,349735.30168999,349629.04465676,349735.30168999,0.00048139
1727206800,349847.03999999,349847.03999999,349801.31281283,349801.31281283,0.00122393
1727206860,349801.31281283,349801.31281283,349801.31281283,349801.31281283,0.00569602
1727206920,349801.31281283,349847.03999999,349801.31281283,349847.03999999,0.00431225
1727206980,349847.03999999,349900.71930021,349847.03999999,349897.38930020,0.01542646
1727207040,349748.41646930,349748.41646930,349748.41646930,349748.41646930,0.00547088
1727207100,349887.39880011,349887.39880011,349853.91412749,349853.91412749,0.01940014
1727207160,349954.81566898,350000.00000000,349954.81566898,350000.00000000,0.00574073
1727207220,349999.99999999,349999.99999999,349999.99999999,349999.99999999,0.00000788
1727207280,349954.81566898,349954.81566898,349954.81566898,349954.81566898,0.01527547
1727207340,350000.00000000,350610.78069360,349954.81566902,350610.78069360,0.32182801
1727207400,350496.96348681,350499.99999995,350007.99009999,350486.12139488,0.01904080
1727207460,350271.31004650,350405.03148973,350271.31004650,350335.26963434,0.04482290
1727207520,350719.99999999,350719.99999999,350719.99999999,350719.99999999,0.00423457
1727207580,350720.00000000,350999.99999999,350671.16452786,350994.17738469,0.23028969
1727207640,351000.00000000,351300.00000000,351000.00000000,351300.00000000,0.08165078
1727207700,351479.01522827,351565.94277909,351154.98397053,351209.90445607,0.00379212
1727207760,351105.23646948,351167.21567447,351105.23646948,351167.21567447,0.01035550
1727207820,351167.21567447,351780.00000000,351167.21567446,351780.00000000,0.03572848
1727207880,351592.70199257,351780.00000000,351592.70199257,351780.00000000,0.01028977
1727207940,351780.00000000,351780.00000000,351756.47496783,351780.00000000,0.02371397
1727208000,351750.00000000,351889.99999999,351750.00000000,351889.99999999,0.36414749
1727208060,351890.00000000,351940.00000000,351890.00000000,351940.00000000,0.01477735
1727208180,351733.80350021,351733.80350021,351733.80350021,351733.80350021,0.00590556
1727208240,351805.34394307,351999.99999999,351805.34394307,351999.99999999,0.18965788
1727208300,352000.00000000,352576.00000000,352000.00000000,352003.32999999,0.20845263
1727208360,352458.22542266,352458.22542267,352458.22542266,352458.22542267,0.00361694
1727208420,352500.03000000,352700.00000000,352500.03000000,352700.00000000,0.05848634
1727208480,352930.49811556,352993.33000000,352529.24200274,352993.33000000,0.08147147
1727208540,352131.77000001,352131.77000001,351662.67005001,351662.67005001,0.36254480
1727208600,351683.03034278,351839.51905448,351683.03034277,351839.51905448,0.04369256
1727208660,351672.49559230,352201.00000000,351672.49559230,352201.00000000,0.08981620
1727208780,351959.94181373,352319.00000000,351959.94181373,352319.00000000,0.04460585
1727208840,351838.94869241,351838.94869241,351838.94869238,351838.94869238,0.08048328
1727208900,351786.80366600,351786.80366600,351786.80366600,351786.80366600,0.00028576
1727208960,351466.53651258,351466.53651258,351381.81060366,351411.96864195,0.00852165
1727209020,351377.83514808,351622.59589018,351377.83514808,351622.59589018,0.00072816
1727209080,351510.15000001,351563.27647303,351510.15000001,351563.27647303,0.02020039
1727209140,351621.76465264,351653.61000705,351563.30000000,351653.61000705,0.07624135
1727209200,351488.24000000,351761.24474340,351488.24000000,351761.24474340,0.02700307
1727209260,351543.99488355,351543.99488355,351378.66268595,351378.66268595,0.02561647
1727209320,351265.26000000,351265.26000000,351099.59149094,351099.59149094,0.00149232
1727209380,351000.00000000,351000.00000000,350557.31140322,350557.31140322,0.04273473
1727209440,350615.20587004,350780.17996200,350615.20587004,350775.08156295,0.02892507
1727209500,350664.65577317,350717.37416592,350625.40989363,350625.40989363,0.07258912
1727209560,350718.02832028,351283.33994000,350718.02832028,351283.33994000,0.19466873
1727209620,351281.07336858,351763.32995000,351053.27123344,351053.27123344,0.17192857
1727209680,350997.87403652,351195.54904850,350997.87403652,351195.54904850,0.00549734
1727209740,351364.60353927,351364.60353927,351364.60353927,351364.60353927,0.00076270
1727209800,351322.30316864,351322.30316864,351322.30316864,351322.30316864,0.00008642
1727209860,351190.43340134,351293.12030334,351190.43340134,351293.12030334,0.00512352
1727209920,351216.21937677,351269.35017763,351216.21937677,351269.35017762,0.01311116
1727209980,351094.28000002,351198.85269833,351094.28000002,351145.04504963,0.00291903
1727210040,351119.02489749,351119.02489749,350606.00000000,350606.00000000,0.35991009
1727210100,350751.33015383,350916.41728682,350444.33000000,350519.27232513,0.18237915
1727210160,350519.27232513,350559.70255307,350427.28855918,350427.28855922,0.03667263
1727210220,350480.34751763,350480.34751763,350480.34751763,350480.34751763,0.00065066
1727210280,350559.70255307,350922.66999999,350480.34751769,350922.66999999,0.05369304
1727210340,350592.82641076,350659.54051051,350494.62628126,350659.54051051,0.02526014
1727210460,350769.33250878,350964.67000000,350714.23919440,350964.67000000,0.22661700
1727210520,350678.53050336,350949.26663480,350678.53050336,350949.26663480,0.01644245
1727210580,350784.25946383,351009.85000000,350784.25946383,351009.85000000,0.00488492
1727210640,351109.11446153,351109.11446153,350944.03678638,351109.11446152,0.01492710
1727210700,350944.03678638,351175.66040804,350944.03678638,351010.56667226,0.00355304
1727210760,351010.56667226,351175.66040804,350951.04315464,350951.04315464,0.00153931
1727210940,351081.35822139,351081.35822139,350946.03692905,351062.88488200,0.02973089
1727211000,351224.90074705,351224.90074705,351224.90074705,351224.90074705,0.00004060
1727211060,351567.46994999,351671.46989000,351567.46994999,351571.93009970,0.02029540
1727211120,351858.90447354,351858.90447354,351858.90447354,351858.90447354,0.00004135
1727211180,351688.62578521,351772.06608606,351688.62578520,351772.06608606,0.05740284
1727211240,351606.66051668,351606.66051668,351334.17505342,351486.46147129,0.06107309
1727211300,351390.77414999,351540.93222247,351390.77414999,351400.92962371,0.15112683
1727211360,351301.96089541,351377.20261753,351211.90941962,351211.90941963,0.03308522
1727211420,351211.90941962,351211.90941962,351211.90941962,351211.90941962,0.01567534
1727211480,351129.34643813,351129.34643813,351010.37964738,351010.37964738,0.00138420
1727211540,351069.09341654,351069.09341654,350903.92692613,350903.92692613,0.00010621
1727211600,351067.85164670,351122.15457932,351067.85164670,351122.15457932,0.02968680
1727211660,351116.52880461,351228.74000000,351116.52880461,351228.73999999,0.00040113
1727211720,351228.74000000,351228.74000000,351228.73999998,351228.73999998,0.01858580
1727211780,351228.74000000,351228.74000000,351111.80252537,351228.74000000,0.14779516
1727211840,351228.74000000,351333.88340393,351108.47252539,351333.88340393,0.03748718
1727211900,351060.53352312,351060.53352312,350990.52842505,350990.52842506,0.06853507
1727211960,351060.53352312,351300.00000000,350990.52842506,351168.95270562,0.06997387
1727212020,351168.95270561,351222.10526046,351036.46722648,351222.10526046,0.03381244
1727212080,351222.10526045,351222.10526046,351092.47009191,351222.10526046,0.03457254
1727212200,351162.18397701,351162.19000000,351162.18397701,351162.19000000,0.08134521
1727212260,351219.50564217,351300.00000000,351219.50564217,351300.00000000,0.01114712
1727212320,351054.38042956,351300.00000000,351054.38042956,351300.00000000,0.00354638
1727212380,351299.99999998,351299.99999998,351299.99999998,351299.99999998,0.02815515
1727212440,350998.98621730,351187.61754570,350998.98621730,351187.61754570,0.00056875
1727212500,351049.93460830,351049.93460831,350927.35431933,350927.35431934,0.00415214
1727212560,350981.16811680,351213.18995000,350812.36041761,350812.36041761,0.06351222
1727212620,350967.61245891,350967.61245891,350826.75116216,350826.75116216,0.00013282
1727212680,350826.75116216,350826.75116216,350810.00000000,350810.00000001,0.00405524
1727212740,350810.00000000,350810.00000001,350378.02777871,350378.02777871,0.19967238
1727212800,350485.80324099,350485.80324099,350485.80324099,350485.80324099,0.00162226
1727212860,350578.48691517,350578.48691517,350578.48691517,350578.48691517,0.00871607
1727212980,350685.28426156,350685.28426156,350685.28426156,350685.28426156,0.00144000
1727213100,350523.60000000,350523.60000000,350523.60000000,350523.60000000,0.00001671
1727213280,350300.00000000,350300.00000000,349830.33000000,349830.33000000,0.05760000
1727213340,350185.25752521,350185.25752521,350178.59737519,350178.59737519,0.29163973
1727213400,350151.16129626,350151.16129626,350127.85099621,350127.85099621,0.02413181
1727213520,350069.69746076,350069.69746076,350069.69746075,350069.69746075,0.03240000
1727213580,350016.32560036,350016.32560036,349500.00000000,349500.00000000,0.06012000
1727213640,350116.72975655,350116.72975655,349669.53664563,349669.53664563,0.00003716
1727213700,349800.97770923,349800.97770923,349689.30278792,349689.30278792,0.00023291
1727213760,349783.62222098,349783.62222098,349783.62122077,349783.62122077,0.00085320
1727213820,349619.11215637,349783.48492430,349619.11215637,349783.48492430,0.00081002
1727213880,349783.48492433,349783.48492433,349747.74425772,349747.74425772,0.00027687
1727213940,349607.50596685,349607.50596685,349607.50596685,349607.50596685,0.00018811
1727214000,349500.00000002,349500.00000002,349500.00000002,349500.00000002,0.00005520
1727214060,349537.44919451,349537.44919451,349537.44919451,349537.44919451,0.00000971
1727214120,349500.00000000,349500.00000000,349480.00000000,349480.00000000,0.17298642
1727214180,349454.53216100,349454.53216101,349454.53216100,349454.53216101,0.01417133
1727214240,349523.33302045,349523.33959992,349523.33302045,349523.33959992,0.01245216
1727214300,349403.33000001,349403.33000001,349403.33000001,349403.33000001,0.00000780
1727214360,349400.00000001,349405.29999999,349400.00000001,349405.29999999,0.00028843
1727214420,349515.46999999,349615.86423842,349515.46999999,349615.86423841,0.00128018
1727214480,349769.21999999,349880.49999999,349769.21999999,349880.49999999,0.00028555
1727214540,349880.49999998,349880.49999998,349880.49999998,349880.49999998,0.00000535
1727214660,349880.63537534,349880.63537534,349880.63537534,349880.63537534,0.00005545
1727214720,349716.07871762,349716.07871762,349597.89463469,349597.89463469,0.01696294
1727214780,349597.89463469,349686.06980985,349597.89463469,349686.06980985,0.00089856
1727214840,349686.06980985,349686.06980985,349686.06980985,349686.06980985,0.00032949
1727214960,349412.04934864,349516.69148512,349403.33000001,349403.33000001,0.00112031
1727215020,349403.33000001,349403.33000001,349403.33000001,349403.33000001,0.00007937
1727215140,349400.00000001,349449.43069540,349400.00000000,349400.00000000,0.00016604
1727215260,349880.63999999,349986.14000001,349880.63999999,349986.14000000,0.04926459
1727215320,350276.10537102,350364.96756215,350276.10537102,350364.96756215,0.00002882
1727215380,350288.79405815,350288.79405815,350147.22066808,350147.22066808,0.00430829
1727215440,350171.29873279,350171.29873279,350118.47382267,350118.47382267,0.01752009
1727215500,350118.47382267,350171.30000000,350118.47382267,350171.30000000,0.08586517
1727215560,350171.30000000,350385.35185361,350171.30000000,350385.35185361,0.01428000
1727215620,350504.55823390,350504.55823390,350391.57017001,350391.57018511,0.00001933
1727215680,350391.57018511,350391.57018511,350334.94888001,350339.98331393,0.02411232
1727215740,350339.98331393,350339.98331393,350339.98331393,350339.98331393,0.00015510
1727215800,350282.21097001,350336.59098377,350282.21097001,350336.59098377,0.00148334
1727215860,350391.57000000,350876.69594994,350391.57000000,350876.69594994,0.02634215
1727215920,350875.72466482,351028.05759461,350875.72466482,351028.05759461,0.04024808
1727216100,351294.05529186,351294.05529186,351294.05529186,351294.05529186,0.00760977
1727216160,351028.76993624,351028.76993624,351028.76993624,351028.76993624,0.00000569
1727216220,350926.26132001,351188.32000000,350773.43782832,350773.43782832,0.01719017
1727216280,350664.89164195,350882.59562152,350664.89164195,350882.59562152,0.00019923
1727216340,350667.70030738,350667.70030738,350502.79428001,350502.79428001,0.00012083
1727216400,350503.03436000,350503.03436000,350338.56249432,350393.66709092,0.02918016
1727216460,350450.58302749,350450.58302749,350450.58302749,350450.58302749,0.02239509
1727216520,350338.00321626,350552.41731588,350338.00321626,350552.41731588,0.00029099
1727216580,350605.06139001,350607.93315280,350605.06139001,350607.93315280,0.00000843
1727216640,350607.93315280,350880.37320368,350607.93315280,350715.36723000,0.04990394
1727216700,350827.22555812,351102.98608802,350775.99365000,351102.98608802,0.00074208
1727216760,351265.94113029,351265.94113029,351265.94113029,351265.94113029,0.00017685
1727216880,351299.99999998,351299.99999998,351219.93798046,351219.93798046,0.00042031
1727216940,351036.39041590,351102.40788116,351036.39041590,351102.40788116,0.05762171
1727217000,350940.83276039,350999.79861486,350673.10972112,350673.10972112,0.07023485
1727217060,350730.49634768,350891.91937366,350729.64431269,350837.11760593,0.01517642
1727217120,351001.79508514,351001.79508514,350830.09332000,350830.09332000,0.00668341
1727217180,350830.09335000,350883.04249000,350830.09335000,350883.04249000,0.00906340
1727217240,350721.51180000,350721.51180000,350721.51180000,350721.51180000,0.00000564
1727217300,350886.51866150,350886.51866150,350721.51180001,350886.51866150,0.00637756
1727217360,350612.24552001,350612.24552001,350612.24552001,350612.24552001,0.00000283
1727217420,350777.20096980,350777.20096980,350777.20096980,350777.20096980,0.00058854
1727217480,350776.80281365,350776.80281365,350611.84755001,350680.58570343,0.00003375
1727217540,350605.90094190,350605.90094190,350550.73021420,350550.73021420,0.00033884
1727217600,350605.90094190,350775.53600870,350605.90094190,350775.53600870,0.00014706
1727217660,350509.04647957,350547.75659592,350509.04647957,350547.75659592,0.00529000
1727217720,350547.75659592,350679.59828381,350547.75659592,350547.75659592,0.00074011
1727217780,350438.77260531,350438.77260531,350216.45217013,350216.45217013,0.00029181
1727217900,350308.51594365,350473.32835073,350302.96862104,350467.77841822,0.00982485
1727217960,350302.96862105,350302.96862105,350302.96862105,350302.96862105,0.00002683
1727218020,350304.66806153,350304.66806153,350137.55872650,350137.55872650,0.05008068
1727218080,349972.90421731,350004.67539004,349972.90421731,350004.67539004,0.02826406
1727218140,349669.23782000,349892.69849000,349669.23782000,349892.69849000,0.00013726
1727218200,349892.69849000,350063.46054619,349846.10564203,350063.46054619,0.00041609
1727218260,350063.46054619,350063.46054619,350063.46054618,350063.46054618,0.00812931
1727218320,350351.88430830,350351.88430830,349942.10156992,350351.88430830,0.03376784
1727218380,350081.58006527,350246.33877752,350081.58006527,350246.33877752,0.02594235
1727218440,350246.33877752,350604.70000000,350081.58006527,350604.70000000,0.04605288
1727218500,350088.24021525,350121.54047006,350088.24021525,350121.54047006,0.07766601
1727218560,350131.53052009,351410.89995000,350131.53052009,351410.89995000,0.28535068
1727218620,351341.76034096,351714.99999999,351341.76034096,351714.99999999,0.00180206
1727218680,351659.43907070,351659.43907070,351648.84351000,351648.84351000,0.10287306
1727218740,351489.55628033,351489.55628033,351019.33000000,351222.22199491,0.10093228
1727218800,351387.43952541,351387.43952541,351222.22200002,351222.22200002,0.00169821
1727218920,351017.24953450,351127.49136459,350885.76908001,351099.23011451,0.01385374
1727218980,351099.23011451,351396.08999999,351099.23011451,351396.08999999,0.00808036
1727219040,351190.37186565,351329.45616859,351190.37186565,351329.45616859,0.00322725
1727219100,351328.34772720,351328.34772720,351081.37078169,351081.37078169,0.00003393
1727219160,350929.79176599,351073.91063346,350929.79176599,351073.91063346,0.00052071
1727219220,351194.18950490,351194.18950490,351137.48125109,351137.48125109,0.03521286
1727219340,350962.43469785,350962.43469785,350847.41215858,350847.41215859,0.00978888
1727219400,351012.45297713,351012.45297713,350847.41215859,351011.25687001,0.00264386
1727219460,350903.87482313,350903.87482313,350903.64090425,350903.64090425,0.07699999
1727219520,351054.32189728,351054.32189728,351054.32189728,351054.32189728,0.00000582
1727219640,350776.45658741,350851.62135523,350776.45658741,350851.62135523,0.00043887
1727219700,350686.62074000,350882.58609086,350686.62074000,350882.58609086,0.00388832
1727219820,350917.09387744,350917.09387744,350882.58000000,350882.58000000,0.00132955
1727219880,350882.58000000,350917.09387744,350882.58000000,350882.58000000,0.00020363
1727219940,350882.58000000,350917.09387744,350882.58000000,350917.09387744,0.00004907
1727220000,350882.59000000,350882.59000000,350882.58000000,350882.58000000,0.00001501
1727220060,350882.59000000,350984.42999999,350882.59000000,350984.42999999,0.00965145
1727220120,350984.43000000,350984.43000000,350984.43000000,350984.43000000,0.00589555
1727220180,350984.43000000,350984.43000000,350931.48949099,350931.48949099,0.00328078
1727220300,350863.76123113,350977.79693520,350812.72497000,350977.79693520,0.00493423
1727220360,350676.60187263,350676.60187263,350676.60187263,350676.60187263,0.00093354
1727220420,350569.01103733,350569.01103733,350470.83080000,350470.83080000,0.00056165
1727220480,350497.58016543,350497.58016543,350497.58016543,350497.58016543,0.00832894
1727220540,350114.67851202,350114.67851202,350114.67851202,350114.67851202,0.00007083
1727220600,350279.42203263,350403.46082339,350279.42203263,350403.46082339,0.04617851
1727220660,350344.21982513,350344.21982513,350049.23773104,350049.23773104,0.00099213
1727220720,350204.41339337,350204.41339337,350204.41339337,350204.41339337,0.00000831
1727220780,350149.69809560,350149.69809560,350040.34000001,350040.34000001,0.00046250
1727220840,350149.69809560,350149.69809560,350149.69809560,350149.69809560,0.00005981
1727220900,350149.69809560,350149.69809560,350149.69809560,350149.69809560,0.00003756
1727220960,350311.73871010,350311.73871010,350134.58426313,350134.58426313,0.00002137
1727221020,350259.19077525,350259.19077525,350151.29540314,350151.29540314,0.00003827
1727221080,350079.68718390,350079.68718390,350079.68718390,350079.68718390,0.00406552
1727221140,350040.34000001,350093.85060923,350040.34000001,350040.34000001,0.00013194
1727221200,350092.98449198,350092.98449198,350040.34000002,350040.34000002,0.00714133
1727221260,350040.34000001,350040.34000001,350040.34000001,350040.34000001,0.00128935
1727221320,350092.89883053,350092.89883053,350040.34000001,350040.34000001,0.00056691
1727221380,350040.34000001,350092.98000000,350040.34000001,350050.13482821,0.00206695
1727221440,350092.98000000,350430.05021064,350092.98000000,350430.05021064,0.11100277
1727221500,350483.59031785,350582.67000000,350040.34005000,350427.74894343,0.11103884
1727221560,350528.80138565,350770.67000000,350528.80138565,350770.67000000,0.00046869
1727221620,350416.63445566,350577.73196198,350416.63445565,350416.63445566,0.03571683
1727221680,350469.54864636,350469.54864636,350469.54864636,350469.54864636,0.00001723
1727221740,350577.73196198,350577.73196198,350577.73196198,350577.73196198,0.00286851
1727221800,350522.48291955,350522.48291955,350522.48291955,350522.48291955,0.01124154
1727221860,350551.54999999,350551.54999999,350551.54999999,350551.54999999,0.00005172
1727221920,350522.48291955,350522.48999999,350522.48291954,350522.48999999,0.04561477
1727222040,350520.38014116,350685.27764728,350520.38014116,350685.27764728,0.03089662
1727222100,350685.27764728,350685.27764728,350520.38014115,350520.38014115,0.00390466
1727222160,350520.37999999,350520.37999999,350498.86718291,350498.86718291,0.01107473
1727222220,350498.86718291,350498.86718291,350498.86718291,350498.86718291,0.01540361
1727222280,350498.86718291,350498.86718291,350416.63000000,350426.27499501,0.00315759
1727222340,350416.63000000,350416.63000000,350416.63000000,350416.63000000,0.00149221
1727222400,350242.16940163,350242.16940163,350157.86000000,350157.86000000,0.09347539
1727222520,350363.24985000,350363.24985000,350363.24985000,350363.24985000,0.00013844
1727222580,350040.34000002,350040.34000002,350040.34000002,350040.34000002,0.00007624
1727222640,350040.34000002,350040.34000002,350040.34000002,350040.34000002,0.00013627
1727222700,350040.34000000,350150.97660738,349945.00000000,350000.64976965,0.26125117
1727222760,350000.66000000,350107.56956785,349961.09770068,349961.09770068,0.00077074
1727222820,349814.28939167,350015.15078332,349624.00000000,349798.67000000,0.00958268
1727222880,349821.52608402,349907.41348997,349522.33000000,349854.36011524,0.07306915
1727222940,350068.21041082,350068.21041083,350068.21041082,350068.21041083,0.02571000
1727223000,350073.61388582,350073.61388582,350073.61388582,350073.61388582,0.00286000
1727223060,350073.61388582,350073.61388582,349967.41379275,349967.41379275,0.00294625
1727223120,349967.41379275,349967.41379275,349928.24727001,349928.24728001,0.00281230
1727223180,349967.41379274,349967.41379274,349702.61821000,349872.15585643,0.00343241
1727223300,349807.43640239,349807.43640239,349642.90786396,349750.39369583,0.00102279
1727223360,349750.39369583,349750.39369583,349585.89200001,349585.89200001,0.00078344
1727223420,349533.76596288,349638.19898458,349533.76596288,349533.76597001,0.00042536
1727223480,349533.76597002,349533.76597002,349400.00000001,349400.00000001,0.02891016
1727223540,349400.00000001,349673.33980000,349400.00000000,349400.00000000,0.24325329
1727223600,349481.64323377,349623.38904995,349428.29112013,349623.38904995,0.03569444
1727223660,349474.12407110,349474.12407110,349474.12407110,349474.12407110,0.00012883
1727223720,349460.80382110,349460.80382110,349460.80382110,349460.80382110,0.00002220
1727223840,349624.01551834,349624.01551834,349624.01551834,349624.01551834,0.00009281
1727223900,349676.81306384,349676.81306384,349676.81306383,349676.81306383,0.00216187
1727223960,349676.81306383,349676.81306383,349627.19081589,349627.19081589,0.00311161
1727224020,349591.64046575,349591.64046575,349569.41200082,349569.41200082,0.05780550
1727224080,349880.27307052,349880.27307052,349849.74114596,349849.74114596,0.00211719
1727224140,349979.49326032,350017.54969993,349979.49326032,350017.54934987,0.00809445
1727224260,350020.88000000,350252.71999999,350020.88000000,350252.71999998,0.00653591
1727224440,350248.96769953,350301.53031873,350247.46719942,350301.53031873,0.00010134
1727224500,350340.66905718,350340.66905718,350340.66875713,350340.66875713,0.00000956
