t,o,h,l,c,v
1726617660,331402.35086049,331402.35086050,331402.35086049,331402.35086050,0.00135687
1726617720,331131.13000001,331159.31916354,331131.13000001,331159.31916354,0.00969241
1726617780,331159.31916354,331350.35354640,331159.31916354,331350.35354640,0.00006101
1726617840,331350.35354640,331387.18646755,331350.35354640,331387.18646755,0.00624447
1726617960,331168.73618404,331168.73618404,331014.80503273,331014.80503273,0.00959948
1726618020,331168.73618404,331168.73618404,330960.37402023,330960.37402023,0.01989098
1726618080,330980.64010927,330980.64010927,330650.00000002,330650.00000002,0.00992082
1726618140,330650.00000000,330650.00000002,330650.00000000,330650.00000002,0.00002689
1726618200,330650.00000001,330650.00000001,330650.00000001,330650.00000001,0.00003316
1726618320,330740.83446644,330740.84000000,330740.83446644,330740.84000000,0.00008325
1726618440,330650.00000000,330650.00000000,330299.99999999,330300.00000000,0.29698782
1726618500,330300.00000000,330300.00000000,330300.00000000,330300.00000000,0.00025260
1726618560,330300.00000000,330300.00000000,330300.00000000,330300.00000000,0.01047852
1726618620,330511.70751001,330511.70751001,330300.00000001,330385.56157303,0.00193836
1726618680,330385.56156002,330385.56156002,330003.33000001,330003.33000001,0.03069478
1726618800,330000.00000000,330000.00000000,330000.00000000,330000.00000000,0.00000300
1726618860,330000.00999999,330000.00999999,330000.00999999,330000.00999999,0.00000455
1726618920,330000.00000000,330000.00999999,330000.00000000,330000.00999999,0.10660769
1726618980,330000.00000000,330000.00000000,330000.00000000,330000.00000000,0.03105666
1726619040,330000.01000000,330000.01000000,330000.00000001,330000.00000001,0.00231812
1726619100,330000.00000001,330019.89000000,330000.00000001,330019.89000000,0.04964819
1726619160,330385.54155996,330385.54155996,330385.54155996,330385.54155996,0.00550433
1726619220,330334.37045674,330334.37045674,330334.37045674,330334.37045674,0.00000849
1726619340,330334.37045674,330334.37045674,330334.37045674,330334.37045674,0.00000380
1726619400,330230.60113649,330230.60113649,330058.76802841,330058.76802841,0.05180000
1726619460,330000.00000000,330000.00000000,330000.00000000,330000.00000000,0.00080781
1726619520,329946.99969447,329946.99969447,329946.99969447,329946.99969447,0.00001057
1726619580,329795.31732212,329795.31732212,329795.31732212,329795.31732212,0.00000297
1726619640,329795.31727211,329840.92490721,329795.31727211,329840.92490721,0.00674253
1726619700,329946.13451493,329946.13451493,329770.00000000,329770.00000000,0.20103240
1726619760,329555.55000000,329564.60446873,329311.33000000,329564.60446873,0.00005487
1726619940,329431.91999999,329431.91999999,329431.91999999,329431.91999999,0.01501205
1726620000,329431.92000000,329431.92000000,329431.92000000,329431.92000000,0.14000322
1726620060,329431.92999999,329525.28227332,329431.92999999,329525.28227332,0.00333521
1726620120,329917.09451676,329917.09451676,329917.09451676,329917.09451676,0.00002331
1726620180,329794.48592655,329794.48592655,329794.48592655,329794.48592655,0.00003032
1726620240,329794.48592655,330141.05511142,329689.47734306,330141.05511142,0.00600355
1726620300,330141.05511143,330385.54156000,330141.05511143,330385.54156000,0.03159339
1726620420,331088.94082093,331088.94082093,330883.09402082,330883.09402082,0.00101377
1726620480,331109.20624659,331109.20624659,330836.95235567,330836.95235567,0.00060310
1726620540,330902.88633458,330902.88633458,330902.88633458,330902.88633458,0.00000564
1726620600,330902.88633458,330902.88633458,330902.88633458,330902.88633458,0.00000879
1726620660,330664.33000000,330742.31795719,330605.23708187,330742.31795719,0.10206712
1726620720,330742.31795719,330896.61146921,330742.31795719,330896.61146921,0.00064418
1726620780,331052.19098479,331052.19098479,331052.19098479,331052.19098479,0.00299076
1726620900,331052.19098479,331052.19098479,331048.17216720,331048.17216720,0.00119958
1726621020,330968.33393565,330968.33393565,330968.33393565,330968.33393565,0.00017377
1726621140,331046.72268513,331046.72268513,331046.72268513,331046.72268513,0.01522002
1726621200,330957.36767933,330957.36767933,330461.99002000,330461.99002000,0.15308820
1726621260,330758.56875954,330914.18028716,330758.56875954,330914.18028716,0.00003051
1726621380,330513.28886323,330586.04817507,330513.28886323,330574.84000379,0.05204285
1726621440,330574.84000379,330574.84000379,330574.84000379,330574.84000379,0.00029920
1726621500,330453.27573297,330453.27573297,330419.41000000,330419.41000000,0.00000943
1726621620,330439.20478270,330439.20478270,330439.20478268,330439.20478268,0.01182334
1726621740,330453.28000000,331351.51000000,330453.28000000,331351.51000000,0.00150292
1726621800,331295.98339952,331351.50994999,331295.98339952,331334.85959989,0.00098767
1726621860,331308.21904978,331308.21904978,331194.22058023,331273.28846096,0.00002285
1726621980,331050.51372817,331050.51372817,330357.00000001,330357.00000001,0.14695590
1726622040,330357.00000001,330357.00000001,330163.34005000,330183.70224569,0.01664664
1726622100,330163.34005000,330163.34005000,330163.34005000,330163.34005000,0.09431604
1726622160,330027.40487493,330103.37174000,329835.00000000,329835.00000000,0.08399039
1726622220,329835.00000000,329862.42790485,329835.00000000,329862.42790485,0.00025622
1726622280,330204.93727548,330306.73856016,330158.09082220,330306.73856016,0.01533096
1726622340,330530.35741291,330530.35741291,330530.35741291,330530.35741291,0.00000560
1726622400,330589.45452427,330589.45452427,330589.45452427,330589.45452427,0.00002685
1726622460,330644.20587659,330678.86691983,330644.20587659,330678.86691983,0.00002888
1726622520,330678.86691982,330678.86691982,330509.17689366,330509.17689366,0.00149443
1726622580,330509.17644357,330509.17644357,330413.98161536,330413.98161536,0.00155524
1726622640,330649.82687031,330649.82687031,330649.82687031,330649.82687031,0.00002603
1726622700,330716.31615385,330716.31615385,330646.09681536,330716.31615383,0.00016911
1726622760,330646.09681536,330716.31615383,330469.36811251,330709.00000000,0.07699535
1726622820,330709.00000000,330998.74448440,330709.00000000,330998.74448440,0.00332482
1726622880,331000.00000000,331104.89159060,331000.00000000,331003.19378401,0.00018315
1726622940,331008.75595392,331008.75595392,330853.04692502,330853.04692502,0.00136414
1726623000,330852.62307346,331180.59558394,330852.62307346,331180.59558394,0.00200152
1726623060,331130.12605195,331130.12605195,331085.59956509,331085.59956509,0.00439689
1726623120,330495.69187969,330568.79044500,330495.69187969,330568.79044500,0.00042263
1726623180,330599.02257030,330599.02257030,330599.02257030,330599.02257030,0.00039538
1726623240,330655.80375602,330769.99999999,330655.80375602,330769.99999999,0.00007884
1726623300,330644.52376320,330644.52376321,330644.52376320,330644.52376321,0.05044528
1726623420,330190.78852775,330294.27913176,330190.78852775,330294.27913176,0.00001449
1726623480,330364.01414161,330364.01414161,330364.01414161,330364.01414161,0.00091097
1726623540,330409.32928917,330409.32928917,330253.92095289,330359.52178758,0.00378122
1726623600,330359.52178758,330359.52178758,330155.43540973,330155.43540973,0.00045686
1726623660,330208.92937974,330211.67431411,330091.00001000,330211.67431411,0.21921223
1726623720,330213.47748398,330727.03959991,330213.47748398,330727.03959991,0.07247007
1726623780,330259.41467517,330259.41467517,330259.41467517,330259.41467517,0.00000571
1726623840,330677.68278646,330770.00000000,330669.64123656,330669.64123656,0.01516265
1726623960,330677.40644577,330677.40644577,330677.40644577,330677.40644577,0.00000516
1726624080,330060.70507695,330060.70507696,330060.70507695,330060.70507696,0.00899006
1726624140,330000.00000000,330000.00000000,330000.00000000,330000.00000000,0.00003622
1726624260,330000.00000000,330000.00000000,330000.00000000,330000.00000000,0.00222133
1726624320,330214.86542981,330214.86542981,330214.86542981,330214.86542981,0.00155541
1726624380,330009.52729550,330059.31872269,330009.52729550,330059.31872269,0.01559400
1726624440,330000.00000002,330000.00000002,330000.00000002,330000.00000002,0.00194409
1726624500,329913.21410613,329913.21410613,329913.21410613,329913.21410613,0.00138613
1726624560,330091.56220706,330091.56220706,330091.56220706,330091.56220706,0.00285781
1726624620,329908.00000001,330039.89545479,329908.00000001,330039.89545479,0.00046407
1726624680,330256.83978974,330256.83978974,330256.83978974,330256.83978974,0.00000723
1726624740,330122.77320646,330256.83978974,330122.77320646,330122.77320646,0.00160787
1726624860,330137.99723533,330261.02555229,330137.99723533,330261.02555229,0.00018665
1726624920,330181.77066109,330318.60853476,330181.77066109,330185.82860885,0.03577649
1726625040,330068.31270076,330185.03449138,330068.31270076,330185.03449138,0.00158965
1726625220,330499.99999999,330499.99999999,330499.99999997,330499.99999997,0.00001454
1726625280,330499.99999997,330499.99999997,330499.99999997,330499.99999997,0.00014676
1726625400,330416.52535404,330416.52535404,330416.52535404,330416.52535404,0.00015000
1726625580,330499.99999999,330499.99999999,330499.99999999,330499.99999999,0.00001501
1726625640,330500.00000000,330500.00000000,330500.00000000,330500.00000000,0.00009488
1726625700,330500.00000000,330561.92454817,330500.00000000,330561.92454817,0.00157581
1726625760,330499.99000001,330499.99000001,330499.99000001,330499.99000001,0.00031747
1726625880,330668.12582195,330668.12582195,330668.12582195,330668.12582195,0.00001044
1726626000,330499.99000000,330499.99000000,330499.99000000,330499.99000000,0.00000431
1726626060,330499.99000001,330499.99000001,330499.99000001,330499.99000001,0.00125964
1726626120,330499.99000001,330499.99000001,330499.99000000,330499.99000001,0.10523633
1726626240,330499.99000000,330499.99000000,330499.99000000,330499.99000000,0.00305690
1726626420,330510.59828824,330510.59828824,330510.59828824,330510.59828824,0.00003979
1726626480,330499.99000001,330499.99000001,330499.99000001,330499.99000001,0.00007326
1726626540,330499.99000001,330510.59828824,330499.99000001,330510.59828824,0.01238113
1726626600,330499.99000001,330510.59828824,330499.99000001,330510.59828824,0.00003601
1726626660,330599.09123783,330696.09852096,330599.09123783,330696.09852096,0.00056680
1726626720,330704.49136561,330704.49136561,330704.49136561,330704.49136561,0.00005939
1726626780,330917.09800263,330917.09800263,330917.09800263,330917.09800263,0.01221220
1726626900,330897.56860919,330897.56860919,330750.14664157,330750.14664157,0.00009504
1726626960,330897.56860917,330897.56860917,330897.56860917,330897.56860917,0.00299948
1726627020,330897.56860917,330973.95741048,330897.56860917,330973.95741048,0.00000758
1726627080,331061.14738490,331061.14738490,331061.14738490,331061.14738490,0.00012078
1726627200,331133.93014032,331133.93014032,331112.48280369,331112.48280369,0.00018119
1726627260,331043.84318247,331043.84318247,331043.84318247,331043.84318247,0.00016579
1726627320,330980.05546520,330980.05546520,330980.05546520,330980.05546520,0.00367171
1726627500,331143.27922262,331143.27922262,331143.27922262,331143.27922262,0.00003641
1726627560,331115.06272441,331115.06272441,331115.06272440,331115.06272440,0.00305695
1726627620,331086.85322632,331086.85322632,331086.85322632,331086.85322632,0.00007325
1726627740,330948.30872695,330948.30872695,330948.30872695,330948.30872695,0.00048497
1726627800,331044.00765483,331044.00765483,331044.00765483,331044.00765483,0.00037022
1726627860,330945.14539066,331199.99999998,330945.14539065,331199.99999998,0.00144588
1726627980,331149.05566892,331149.05566892,331149.05566892,331149.05566892,0.00001464
1726628040,331149.05566892,331149.05566892,331050.18344479,331050.18344479,0.00003583
1726628100,331050.18344479,331050.18344479,331050.18344477,331050.18344477,0.00239312
1726628220,331200.00000000,331200.00000000,331200.00000000,331200.00000000,0.00010000
1726628280,331300.00000000,331300.00000000,331300.00000000,331300.00000000,0.00000868
1726628340,331300.00000000,331499.99999999,331300.00000000,331499.99999999,0.00059320
1726628400,331499.99999999,331555.54999999,331499.99999999,331555.54999999,0.00629743
1726628640,331555.55000000,332663.33000000,331555.55000000,332663.33000000,0.17814110
1726628700,332663.32999999,332960.00000000,332370.35671353,332370.35671353,0.13321588
1726628760,332483.48666236,332483.48666236,332483.48666236,332483.48666236,0.00446312
1726628820,332433.46258442,332950.00989999,332433.46258442,332950.00989999,0.09015115
1726628880,332946.67979998,332946.67979998,332915.53969997,332915.53969997,0.00001176
1726629060,332920.03940000,332920.03940000,332563.18988929,332563.18988929,0.02664097
1726629120,332601.95317240,332601.95317240,332601.95317240,332601.95317240,0.00148689
1726629180,332926.27959988,332960.00000000,332894.56686152,332960.00000000,0.00894558
1726629240,332959.99999999,332960.00000000,332959.99999999,332960.00000000,0.00600588
1726629300,332959.99999999,332959.99999999,332959.99999999,332959.99999999,0.00001170
1726629360,332960.00000000,332960.00000000,332959.99999999,332959.99999999,0.00003529
1726629480,332960.00000000,332960.00000000,332960.00000000,332960.00000000,0.00003079
1726629540,332442.13946337,332442.13946337,332442.13946337,332442.13946337,0.00003363
1726629600,332489.61155945,332489.61155945,332489.61155945,332489.61155945,0.00007014
1726629720,332924.44984991,332924.44984991,332924.44984991,332924.44984991,0.00000579
1726629900,332960.00000000,332960.00000000,332960.00000000,332960.00000000,0.00000874
1726629960,332959.99999999,332959.99999999,332959.99999999,332959.99999999,0.00003121
1726630020,332959.99999999,332959.99999999,332959.99999999,332959.99999999,0.00003957
